image_id,caption
324158,A man walking his dog on a quiet country road.
373315,A man riding a skateboard up the side of a cement ramp.
373315,Skateboarder grinding his board on the side of a pavement course. 
373315,A teen boy is skateboarding on the edge of a cement wall.
373315,a boy riding a skateboard on the edge of a wall 
78404,Three women sitting on a park bench next to each other.
78404,A group of women sitting on a full bench.
78404,A group of women sitting on a park bench
504389,A woman and man playing tennis on a field.
119365,Student working on the computer while another student shows her a mobile phone. 
119365,Two girls at a desk playing with a laptop.
119365,A woman holds a phone next to the laptop a child is working on.
438876,man with a tennis racket waits for the ball
438876,A man swinging a tennis racquet at a tennis ball.
504415,A man walking across a dirt field next to a street with traffic.
504415,A man playing tennis on a court in a neighborhood.
504415,a big man running to hit a tennis ball
111207,Two pictures of a guy with a black shirt and hat on with a skateboard.
111207,Two photographs of a man in black shirt riding a skateboard.
111207,a male skateboarder in a black shirt doing a trick
111207,A man who is performing tricks on a skateboard.
447088,A group of men on a field playing baseball.
447088,adult men in baseball uniforms walking in a baseball field
406129,A male tennis player reaching up to hit the ball.
406129,a male is wearing white and playing tennis
406129,A man reaches his tennis racket up to hit the ball.
275058,A man holds on tight as he rides across the water.
569972,A para sailor with his board with sail in the surf.
569972,a man on a surf board stands in shallow water 
569972,The man in swim gear is dealing with his object
569972,a wake boarder setting up his raft in the ocean
569972,A man that is standing in the water near a wind surfboard.
569976,A man is watching his daughter get her hair done. 
569976,A woman is air drying a young child's hair. 
569976,Small child getting her hair dried with a man standing behind her. 
438907,A man is doing a trick on a skateboard.
438907,a teenager attempting a jump on his skateboard
438907,A man riding a skateboard in the air above a skateboard ramp.
438907,A skateboarder attempts a trick above ground while his friend watches.
520832,AA man walks down a city street next to a shop window.
144003,A group of people watching a woman cutting a cake.
144003,some people and two women are cutting a white cake
144003,People watching as a woman cuts into a cake.
144003,A group of women standing around a cake sitting on top of a table.
144003,A girl slicing a pie inside of a box while others watch.
455301,A mother with her baby laying in bed.
455301,a baby girl and her mom are looking at a book
455301,a child and a woman in bed with a book
373382,People sitting in the stands watching a man play tennis.
373382,"A man in white playing tennis, about to hit a serve."
373382,a male tennis player on the tennis court returning a serve
193162,a man on a three wheeler following behind a two dogs and a cow
193162,A man is right behind a cow on green grass.
193162,A man on a vehicle in a field and a few animals.
193162,a cow walks as a man on a quad follows it 
266892,a woman standing at the end of a tennis court holding up a racket 
266892,A woman in white shirt and skirt playing a game of tennis.
184978,a man that is snowboarding down a snowy hill
119445,A group of men on a field playing baseball.
119445,A baseball player swings his bat while a ball floats above his head towards the catcher and umpire.
94871,a couple of men feed some sheep 
365208,A man in the desert sits in the shade next to his birdcage.
53909,A man holding a phone that has a picture on it of a man holding a phone.
193181,A man holding a baseball bat on a field.
193181,A baseball player holding a bat over his shoulder.
193181,a man holding up a baseball bat as he gets ready to hit a ball
4765,A man riding a surfboard on a wave in the ocean.
4765,a man in his wetsuit riding a big wave on his surfboard
4765,A man in a yellow shirt and wetsuit surfing.
4765,A man surfing on a large wave in the ocean.
176799,A town square that has a skateboarding ramp that a boy is using.
324258,A couple of men standing in a living room holding Wii game controllers.
324258,Two men use all of their hands to play a video game.
324258,two men standing in the living room and playing a video game with wii motes
438955,a group of men are competing in a skiing tournament
414385,A man walking down a street next to a road filled with cars.
414385,View from inside of a car of cars on road and a man on the side of the road.
553669,A man is sitting on a park bench using a computer.
553669,a male in a brown shirt sitting on a bench with a laptop
381639,A little girl walking along a row of orange cones.
381639,a little girl is standing on a runway
381639,A girl stands on an airport tarmac between orange cones in front of an airplane being boarded.
381639,this is a little girl standing in an airport
381639,A little girl is standing between several orange cones.
201418,A young man standing in front of a luggage carousel at an airport.
201418,A young man with suitcases on the conveyor belt in an airport
398028,A ballplayer on deck practicing for his turn at bat
398028,A baseball player practicing his swing at a baseball game.
398028,The man has a bat in his hands.
520910,A lady is standing in pastel colored bathroom in front of the bathtub and there are christmas lights hanging up outside of the doorway. 
520910,a lady dressed in khakis standing in a bathroom next to the sink. 
479953, a girl wearing all green playing soccer on a soccer field
479953,A female soccer player about to kick the ball. 
479953,A young woman kicking a soccer ball down a field.
447187,A man is swinging a bat a ball being pitched at him.
447187,A group of boys playing baseball on a field.
29397,a man standing on a bench with a sign next to them 
29397,an image of boy standing on top of  a bench
176857,A group of women siting around a cat as they pet it.
119516,A beautiful woman standing on the side of a rad next to a street.
119516,"A woman checking her phone on the sidewalk, next to an empty city street. "
119516,some buildings and a woman wearing a black dress and lights
119516,A woman wearing a dark colored dress stands curbside near a large building.
291551,a boy that is on a skateboard doing a trick
291551,Littleboy performing a trick on his skateboard outside
291551,A man riding a skateboard on the edge of a ramp.
291551,a guy riding his skateboard near the edge of a pool 
94944,"man on his knees with his snow board still attached, hands on hips"
529122,Two boys are looking at the bakery goods on display.
529122,a boy and a woman are in front of a counter
529122,A woman and her son picking out sweets at a bakery.
266981,A woman past two men in front of the MGM Grand.
266981,A couple of guys are sitting with their luggage bag as a lady walks on. 
488166,The man stands on fence railing beside a table with food on it. 
488166,A man is standing at the railing of his balcony.
488166,A man leaning on a railing is looking at the plate of food.
488166,A man leads on the railing while food sits on the table.
144114,a man flying a small plane in the  clear weather 
250619,A woman sits under the shade of an umbrella at the beach.
250619,"A woman lying on her back with knees bent on a beach towel under a multicolored, striped beach umbrella, surrounded by sand, and with clear blue sky above."
250619,A woman laying on the beach under an umbrella.
250619,a woman in glasses bursking under an umbrella
250619,A lady laying on a blanket on the beach under an umbrella
529148,A woman is helping a young boy to play a computer game.
275198,A woman standing next to a table covered with plates of mostly eaten food.
553731,A man dressed up as a clown is holding a cellphone to his ear. 
553731,Mandor stuff is a clown holding his cell phone up to his face. 
553731,A man dressed as a clown talking on his phone.
512776,A man standing next to a base on a baseball field.
504589,A woman in a yellow shirt is about to catch a white frisbee.
504589,A young lady and a young man playing frisbee on the sand.
422670,A boy reaching towards his reflection in a mirror like object.
422670,The little baby is reaching up with his hand.
480021,A painting of a man and woman riding together on a motorcycle.
480021,A painting of men riding on motorcycles next to a gas station.
480021,A man on a motorcycle is waving at two men.
480021,A painted picture of a man and a woman on a motorcycle.
496409,some guy that is skiing down a hill in some snow
496409,A man skis in a very snowy looking mountain. 
291619,"There are two men playing frisbee on a field 
"
291619,Two young men playing frisbee at night on a sports field
291619,A man catching a frisbee as another looks on.
291619,A man leaping up to catch a frisbee with another man running behind him.
37670,A man holding holding a giant remote control.
37670,A man stands next to a copier machine
160556,A young girl sits in front of a computer holding a phone. 
160556,A girl talks on her cell phone next to a computer and a microwave.
414510,Man sitting on a sidewalk next to a bicycle talking on his cell phone.
414510,A man is talking on his phone next to a fallen bicycle.
553776,A man rides a large motorcycle on a freeway.
553776,A man riding a motorcycle in overcast weather
553776,A man rides a yellow motorcycle down a street.
553776,A photo taken from a vehicle at a man on a yellow motorcycle.
37689,A guy is doing snow boarding tricks in the snow while people are watching him on the sidelines.
545594,A woman with a red backpack is on a bus.
545594,a man with an orange backpack standing on a bus
545594,A woman standing in the center isle of a bus.
545594,A man holding on to a pole on a bus.
553788,there is a woman laying in a bed using a lap top
553788,a woman using a white laptop on the bed
553788,A girl on a bed studying something on her laptop.
512836,A woman with a red umbrella is walking two dogs in the snow.
512836,A woman is walking her dogs  on the city sidewalks through the newly fallen snow.
512836,A woman is walking two dogs in the snow. 
193348,A very small cute kid brushing his teeth.
193348,there is a young child that is brushing his teeth
463690,The man is lying on the sidewalk with one leg in the air.
463690,A man is laying down in a pavement balancing a ball on his foot while others watch.
463690,A man laying on the street playing with a soccer ball while people look on
463690,A man laying on his back while kicking a soccer ball.
463690,A man balancing a soccer ball on his foot.
447314,A woman flies a kite near a young child.
447314,A lady and a little girl flying a kite on a grassy field.
447314,A woman and girl flying a kite near a large castle.
209753,A woman with large black tear drop earrings and a black dress looks at her cell phone. 
209753,The young girl using her cell phone is wearing a glowing belt.
209753,a woman standing while looking at her cell phone 
209753,A woman looks down at her phone in her hands.
209753,A young woman looking at her cell phone.
209757,A man on a skateboard on a ledge.
209757,A man in a baseball cap riding a skateboard grinding an edge.
209757,A male skateboarder skateboards in an area with others
209757,A man is jumping over a bench on a skateboard.
258911,A woman in a straw hat takes photos of brown cows inside a barn.
226147,A woman is taking a picture of food with a mobile device.
226147,A woman that is sitting down in front of a table.
226147,A woman taking a photo of her food with a cell phone.
226147,a woman in a white top at a table with food
226147,A women who is taking a picture of her food.
430961,A man that is standing in the dirt with a glove.
430961,A man in a Rays uniform is throwing a baseball
13177,a man is working on a hub cap on the ground
13177,"A man sitting on the ground, fixing a motorcycle wheel."
13177,A man in a green shirt working on a rim.
13177,a man in a green shirt a rim and motorcycle
13177,a man fixing a tire for a motorcycle
406417,A jumping boy wearing three different neck ties
406417,Three boys jumping in the air while wearing ties.
406417,Three boys dressed in jeans and ties pose.
406417,The three boys are creating their own dance moves.
13201,"A young man with long hair, wearing all black, doing stunts on a skateboard."
13201,A man is grinding a ramp on a skateboard
13201,A man is airborne on a skateboard pointing to the sky behind him.
54164,a man that is surfing on some water
54164,a guy wearing a wet suit surfing the wave
54164,a man in a wetsuit riding a wave on a surfboard
54164,A man that is standing on a motorcycle in the water.
193429,A man sitting down with a snowboard strapped on
193429,A male snowboarder sits with his board on a snowy hill.
193429,A man sits in the snow with a snowboard still on his feet.
62355,A baseball player crosses home plate as his teammate waits. 
62355,A man touching home plate on a baseball field.
267169,The man is feeding the elephant with milk
537506,A man serves a sliced apple to one of his friends
209829,A man that is standing on a surfboard in the water.
209829,A man riding a board on top of a wave.
209829,A man on a surfboard with two people swimming behind him.
177065,A bunch of people are looking over a tennis volley net while a young boy wearing glasses is bouncing a tennis ball 
177065,A man teaching young people how to play tennis.
455597,A woman is standing in a professional kitchen.
455597,a woman in a congested kitchen in ahotel
201646,An extremely focused man playing with the Wii.
201646,"a man with glasses sitting on a chair with a wiimote
"
201646,"A young man playing with video game controllers.
"
201646,A serious man is holding video game controllers.
201646,A man is staring at something in his hand.
422836,A man walking down the street carrying a suitcase.
422836,A man is holding a suitcase at a city intersection.
422836,A man is carrying a suitcase through the street
422836,two men walking down a city streen next to a blue pole.
168883,A woman wearing a creepy  mask standing next to a child.
168883,two women and two girls in makeup and one is talking on a cellphone
168883,A woman dressed as a zombie in a pink dress with a little girl.
267191,A man in helmet riding an elephant next to trees.
267191,A man that is on the back of a elephant.
267191,A man rides on top of an elephant's back.
463802,A teddy bear watching a man with a tennis racket.
463802,A man shouting with a tennis racquet in hand
496571,A woman taking a picture of a man eating.
275392,A smiling woman is on a brown horse.
275392,A woman on a horse smiling in a green grass.
308165,A man jumps as he skates on a pavement
308165,a guy jumping over a cone on a skate board.
308165,a man on a skateboard in mid air going over a cone in some dirt
308165,A boy is jumping his skateboard over an orange cone.
455624,A man who is riding a silver motorcycle with the number 120 on it.
185292,A man riding a wave on top of a surfboard.
365521,A young man riding a skateboard down a rail.
414673,A boy prepares to hit a ball at a baseball game.
414673,Young boy swinging bat at a game with onlookers. 
414673,A little boy swinging a bat while adults watch.
414673,a little boy in a blue shirt is playing baseball
414673,"Boys playing baseball, with one little boy at bat and parents watching."
160728,The man stands next to a child standing on a canoe with a paddle.
160728,A man and young child are standing with canoes in a harbor filled with boats.
160728,A man standing next to a child in a green boat.
512985,A man walking across a beach holding a white surfboard.
512985,A man holding a surfboard standing by the water 
512985,The man stands holding a surfboard as he looks out at the sea.
512985,A man standing near the ocean with his surf board
46048,A little girl sitting on top of a bed next to a lamp.
46048,A little girl sitting on a bed inside a room.
46048,A girl is sitting on a bed with a game on it.
46048,A girl sitting on a bed in a room
422886,A man eating a hot dog with cheese and onions.
422886,A man making a face while biting a hot dog with cheese on it. 
422886,a man in a hat is biting into a hotdog
422886,a man eating a hotdog that has a lot of cheese
422886,A man eagerly stuffing a cheesy hot dog into his mouth
111609,A man is sleeping with the covers pulled up high.
111609,A man sleeps on a pillow with a blanket. 
111609,A man asleep under a blanket on a bed 
111609,A man sleeping in a bed covered with a large plaid blanket.
111609,A man asleep in his bed next to his open laptop.
78843,A young man kissing the top of a young woman's head.
78843,The young man is kissing the young woman on top of her head.
78843,A man kisses the top of a woman's head.
78843,The man kisses the girl on the head as she laughs.
78843,A man is kissing a woman on the top of the head.
87038,A man on a skateboard performs a trick at the skate park
87038,a man falls off his skateboard in a skate park.
349184,A woman sitting on top of a wooden bench near a park.
349184,A woman sitting on a wooden bench viewing some beautiful trees.
349184,A woman sits on a bench watching the park.
553990,A man riding on a horse as it jumps over a pole. 
553990,A woman is riding a horse as it jumps over a bar.
553990,there is a woman jockey riding a hose over the hurdle
553990,A woman riding a horse jumps over an obstacle.
324614,"Young lady, wearing a black dress, brushing her teeth."
324614,Asian woman hiding her face while brushing her teeth.
324614,A smiling asian woman is brushing her teeth.
324614,A girl brushing her teeth holding up her other hand trying to shield from the camera.
324614,a woman looking a mirror whiile brushing her teeth 
300039,A woman takes a picture of the beer on the table
168974,A baby girl is sitting on the floor looking at a cell phone.
168974,A boy in a brown coat playing with a camera.
259097,A young boy in a red top is playing with a red object tossed in the sky.
259097,A young man in a red jacket jumping for a Frizbee in a field.
259097,A guy is jumping to catch a frisbee in tall grass.
259097,A man jumps to catch a Frisbee flying through the air.
234526,A little boy in a yellow shirt feeding a giraffe.  
234526,A boy and a girl feeding the giraffe at the zoo. 
234526,A boy holds out a leaf to a giraffe.
242724,Two very sexy women in bikinis riding horses in the ocean.
242724,Two women in bikinis on horses in the ocean.
242724,Two women in bikinis ride horses into the sea.
242724,Two women ride horses in the water at the beach.
242724,a couple of women ride horses through some water 
521259,The man is playing Frisbee with the young boy.
521259,A man is playing frisbee with a school child.
521259,A man holding one frisbee and throwing another.
521259,A young man is throwing a Frisbee to a boy in a gravel lot with other children and people walking around.
332845,The man is sitting next to his bed on the laptop. 
332845,A man in white shirt sitting at a laptop in bedroom.
332845,A man sits on his bed with a laptop in his bedroom as a ray of sunlight streams through the window. 
463918,Two boys standing up playing a video game.
562229,Filtered photograph of a boy on a skateboard.
562229,Young boy on skateboard riding near circular drive.
382009,A man leaning back with a tennis racquet in his hand.
382009,A man holds a tennis racket in his hand and looks up.
562243,A man in a purple shirt and matching tie looking pensive.
562243,"A man wearing red shirt, tie and glasses."
562243,A man wearing eyeglasses dressed in a shirt and tie.
562243,"A guy wearing glasses, a red shirt and a tie."
562243,A man with glasses and wearing a tie poses for a profile picture.
78915,A lady is taking a shot at doing her best Tennis serve. 
78915,A women is reaching to hit a tennis ball.
78915,A woman tennis player hitting a tennis ball.
570448,A man sanding on a boat next to a beach.
570448,A man stands on a fishing boat as the tide rolls in from the shore on a desolate beach.
570448,A man standing in a boat near shore
422998,A woman is preparing a sandwich on a paper plate.
365655,One woman standing behind large specialized bus in mountains by glacier.
21604,A man in a suit is wearing a lit up tie.
21604,A man posing for a portrait wearing a lighted tie
21604,a man in a suits fixes his tie 
21604,A man in glasses and a light up tie.
21604,A man with glasses and sideburns straightening his necktie that has lights on it.
341094,A man poses with a picture of a bear and a car.
570471,A man serving food from a table with the arm of woman around his chest.
570471,A man is cutting into a cake as someone hugs him.
570471,A man slices and serves a birthday cake.
226408,Black and white photograph of a girl on a bed.
226408,an image of a girl playing with a doll
226408,A blurry black an white image of a girl laying down.
226408,A girl lying down and smiling and feeling happy.
87144,A woman and her child sitting nest to a man on a park bench.
87144,a couple and their small baby girl are sitting on a bench
87144,A man and woman sit on benches with a small child.
87144,A baby sitting between a lady and a man on a bench under a tree.
87144,a couple sitting on a bench with a little girl
308328,A group of men loading luggage onto an airplane.
119911,A boy doing a skateboard trick on a street.
119911,The boy plays with his skate board in the street.
119911,A boy in white jersey doing a trick on a skateboard.
398438,A man and woman making a cut unto a cake
390246,A man in wetsuit on surfboard riding a wave.
390246,A man riding on top of a wave on a surfboard.
152686,a man is swinging a tennis racket on a court
152686,A man holding a tennis racket over his head.
152686,A man dressed in orange is playing tennis.
234607,A man and a woman playing a game on the Nintendo Wii.
234607,"A man and a woman playing a game
"
234607,A man and woman playing a video game while holding hands over their heads.
234607,A man and a women in an odd position holding Wii remotes.
128112,a man that is on a snowy trail
128112,A man skiing down a mountain side following a trail way. 
128112,this is a man riding skis down a hill
103548,A man walking beside sheep on a country road.
185472,The train is approaching and a man is getting off his bicycle.
185472,A train approaching a station with a man and a bike on it. 
185472,A train is pulling up to people waiting and a crossing guard getting off his bike.
185473,a large group of horse with men riding on a few of them
185473,A group of men leading a pack of horses through a field.
283785,A man dressed as an animal reading to adults and children in a library
283785,A man reads a story to a group of children.  
283785,A man is wearing a costume and speaking to children.
283785,Two men dressed as animals entertaining a group of children.
193674,A woman that is next to a surfboard with a dog.
193674,A woman bending over to kiss a dog on a surfboard.
136334,a man skiing down the mountain slope on skis
488592,A woman rides a bicycle down a narrow corridor in an indoor Asian market
382111,A man riding on the back of a brown horse.
382111,Two men are riding on horses at a gas station.
382111,two young men on horseback at a gas station near some gas pumps and trucks
79014,This is a blurry image of a man looking at something yellow and roundish.
79014,there is a man in the mirror throwing a ball in the air
79014,Blurry picture of a man looking into a mirror which has something on it 
79014,a man looking at a round ball in front of him 
308394,An older woman riding a train while sitting under it's window.
308394,A woman with an umbrella on a commuter train takes a snooze
308394,There is a woman sitting alone on a train next to a bag
308394,A man sitting on a bench with a shopping bag next to him on a train.
308394,A woman with a cane and shopping bag sitting
570539,An older man is sitting on the bus above a movie advertisement.
570539,A man looking out the window of a bus
570539,A man sitting in a bus staring out the window.
570539,A man sitting on top of a bus over a billboard.
554156,A man holding a tennis racket in the air
554156,A man on a court with a tennis racket.
554156,A male tennis player is gripping his racquet with two hands.
554156,A man holding a tennis racquet with both hands.
46252,A male baseball player wearing red and white is up to bat.
79031,A young surfer boy has rode the wave into shore.
79031,A boy riding a wave on a surfboard.
79031,A young boy catching a small wave on his surfboard.
292024,A woman wearing glasses looking at slices of pizza
292024,A woman smiling and looking at a delicious looking pizza
292024,A woman holds a fork and looks at a pizza.
292024,A lady wearing glasses looking at a large pizza
292024,a woman looking a pizza with assorted toppings 
119995,A man serves a tennis ball during a match.
119995,a male tennis player with a blue shirt is playing tennis
119995,a tennis player swinging his racket on a tennis court
423104,A man getting ready to throw a Frisbee on a field.
423104,a guy with a racket  playing tennis on the court 
423104,A man standing on top of a grass covered field with a frisbee.
423104,A man who is jumping up to catch a Frisbee.
423104,A man holding a frisbee in his hand in a field. 
177357,a man is riding on a surfboard at the beach
177357,A man in a wet suit riding a surfboard on a wave.
177357,a man riding on top of a wave with a surfboard
177357,this is a man riding a board in the water
341196,A man riding a wave on top of a surfboard.
341196,a body of water that has a guy surfing on it
193743,A man standing on a tennis court waves to someone. 
193743,A tennis player sticks out his hand on a court
193743,A man holding a tennis racket is holding up his hand.
423123,A woman bending over and looking inside of a mini fridge.
423123,A woman is bent over next to a small refrigerator.
496854,The woman holds an umbrella for the bride and groom.
496854,A woman is holding an umbrella over a bride and groom.
464089,A little league baseball player is getting ready hit the ball with his bat. 
488673,A man and woman are in a kitchen.
488673,a male and female a cake and a candle
439522,The woman using the skies is wearing all black.
439522,a woman in skies is walking in the snow
439522,A woman riding skis across snow covered ground.
62692,A woman standing on top of a tennis court.
62692,a girl that is on a tennis court with a racket
62692,a woman is out on a court playing tennis
62692,A woman prepares to hit a tennis ball during a match.
439525,A man and a woman cutting up a small white cake.
439525,A man and a woman cutting into a cake with a knife.
439525,A man and woman cutting a cake at a table.
38118,A man on his skis on a snowy slope. 
38118,The man is skiing down the snowy hill.
38118,a man that is skiing down a snowy hill
578792,A man riding no a motorcycle down a race tracks.
578792,A man is nearly sideways while racing a motorcycle around a track.
578792,A man with a helmet is riding a motorcycle on it's side.
472298,a man and a woman sitting on a small boat
472298,A man and woman in a boat on a river.
472298,A man and woman riding on top of a red boat.
13546,A young man riding a skateboard on a stone wall.
13546,A boy riding his skateboard on a ledge in a park.
13546,Young man on skate board balancing on concrete barrier near sidewalk with small park area near by.
13546,A man on a skateboard doing tricks at the park
300276,Two women are selling cakes and other items inside of an outdoor stand.
300276,"Two women standing behind table with cupcakes, cake and a warmer"
455937,A man sits on a chair and plays video games.
455937,The man is in his living room playing a video game.
455937,A man sitting on a chair playing a video game.
161032,A woman holding a red and white umbrella while standing in a cave.
161032,A woman in a sheer dress leans down while holding an umbrella.
202001,An emo girl holding a smart phone with a shaved head.
202001,A woman with a nose ring using a phone
202001,A young woman reading a text message that appears in the air next to her.
202001,A women with several piercings looking at her cell phone.
374052,A man sitting on a bench surrounded by pigeons.
374052,A man is feeding birds from a park bench
374052,A man sits by himself on a bench surrounded by pigeons. 
374052,A man sits on a park bench surrounded by pigeons
570664,"Two cats in front of a woman holding something in her hand, one of the cats is reaching for it with its paws. "
103723,A woman is watching an elephant in an enclosure.
103723,A woman looking at an elephant in its enclosure.
210230,a bunch of women serving hot dogs 
210230,A woman putting a hot dog on a bun under a blue tent.
210230,The woman is putting a hot dog into the bun.
578871,A young girl holding up her food bowl.
578871,there is a young girl sitting at a table eating
578871,A young child holds up her bowl with a spoon in it.
578871,A little girl holding a cup with food in dishes in front of her 
365886,A woman holding a cell phone and giving a thumbs up sign.
365886,a woman with a weird looking face holding onto a  cell phone 
365886,A picture of a man giving a thumps up with a cell phone in hand. 
308545,A young helmeted boy rides a white horse.
308545,A young boy in a black jacket riding a white horse.
308545,a young girl riding a white horse in front of other people 
308545,A young boy in riding clothes rides a horse.
38210,A man skiing in the snow with large pine trees.
38210,A man in a racing bib in his skis and a beanie. 
38210,a man on skis goes through the snow 
38210,A man on skis riding through a snowy trail.
374083,A man and a girl standing next to two cakes in the kitchen. 
374083,A man and a young girl choosing between two cakes.
374083,A man and little girl in front of a cake.
374083,A man and little girl are in a kitchen looking at cakes.
374083,A man and a child in the kitchen with two cakes.
54593,A young man holding a bat on top of a baseball field.
456015,A group of men riding horses on a beach.
554328,A group of three men standing next to each other on a baseball field.
554328,A man wearing a white shirt and standing between two baseball players.
554328,A man talking to two people in baseball uniforms.
13659,A man sitting in front of a laptop computer in an office.
13659,A man typing on a laptop keyboard in a cluttered work environment.
529762,A man sitting at a table eating a hamburger and fries.
529762,a man sittig by a table taking of photo of his food 
529762,A man is taking a picture of his food
529762,A man at a table taking a picture of his food.
357742,A man is cross country skiing in the snow.
357742,A man is skiing on a snowy slope.
357742,"A skier makes his way up a snowy hill, eschewing the lift. "
21879,Young girl on surfboard riding wave with young boys nearby looking on.
21879,The girl is balancing with one leg on the surfboard. 
21879,A young girl is surfing and just about to wipe out.
210299,A little boy riding his bike and wearing a helmet
210299,"A little boy raveling down a road on a bike, with a yellow helmet on."
210299,The boy wears a helmet while riding his bicycle.
210299,A little boy wearing a helmet and riding a bike.
79229,a dog following a man on his horse in a field
79229,A man rides a horse and his dog follows.
79229,a dog follows closely behind a man on a horse.
79229,A man rides his horse while a dog follows behind.
79229,A man riding a horse followed by a dog
292225,Two girls are playing tennis on a tennis court.
292225,Two women play singles tennis outdoor surrounded by trees.
177539,A man in striped shorts leaning against a board on a beach. 
177539,a man on a beach sitting on his surfboard
177539,A man standing next to a surfboard on the sand.
292236,A couple of men standing next to train tracks.
292236,two men wait for a train at dusk
169356,A man flying through the air while riding a skateboard.
169356,The skateboarder flips his board on a colorful ramp.
169356,a young male in mid air flipping a skateboard off of a ramp
169356,A young man performs a trick on a skate board.
21903,A man is leaning over a fence offering food to an elephant/
21903,A man reaching out to an elephants trunk near a gate.
21903,a man is feeding an elephant over a fence
21903,a man handing an elephant a stick in an enclosure at a zoo
21903,A man reaches out to give the elephant something. 
562581,A man swinging a tennis racquet on a tennis court.
562581,A man is aiming to hit a tennis ball on a tennis court.
562581,A man swinging a racket on a tennis court.
46497,Two little girls sitting on the side of a white boat.
46497,Two girls sitting on device on side of a boat.
46497,Two girls are sitting on the edge of a boat looking at the water.
13729,Three men and a woman playing a wii video game
439715,A man riding a brown horse in uniform next to tall green trees.
439715,A man in uniform riding a horse by a fence
439715,an image of a man on top of a horse 
439715,A man in uniform rides a horse down the street.
447917,Two girls and a boy have fun at soccer practice
447917,A group of young girls playing a game of soccer.
87476,A young man riding a skateboard with an older man.
87476,A man teaching a boy how to ride a skateboard.
87476,He is teaching the boy how to ride a skateboard.
357816,A man standing near home plate swinging a bat.
357816,Cole Ballew at the bat for his baseball team
357816,A boy swinging a baseball bat at a ball.
357816,a little boy holding a baseball bat by a fence
136633,A woman walks under an umbrella next to a food stand
431545,a man that is standing next to a base
431545,The man is running during a baseball game.
243148,A woman is helping a child put on skis.
243148,A skier bending down to help a toddler with his little skis.
243148,A lady seems to be attending to a fallen toddler. 
13774,A man stands ankle-deep in the ocean at sunset.
13774,A man standing on top of a river next to the sun and a flying kite.
13774,A man standing at the beach shoreline and watching the sunset. 
210388,"Man and woman walking up a snowy mountainous path, with luggage."
5586,A man standing on a tennis court holding a racquet.
5586,a man playing tennis hits a ball across the court
407002,A man wearing snow gear poses for a photo while standing on skis
407002,A man in red jacket on skis with trees in background.
259571,An orange truck driving down a street full of men in the back.
259571,A group of men are riding in the back of a dump truck.
259571,There are man lining the sides of the dumb truck.
513524,a man riding a blue surfboard on top of a wave.
513524,A man in a wetsuit on a blue surfboard.
521717,A woman on a tennis court is swinging a racquet.
521717,A woman that is hold a device in her hand while standing on a court.
521717,A woman standing on a tennis court holding a racquet.
521717,A woman holding a tennis racket over her shoulder.
136715,A man on a motorbike rides down the street.
136715,The officer is riding his motorcycle in a busy street.
259597,A little kid pointing his camera at a stage where people are dressed up.
259597,a small boy is looking at his cellphone 
259597,A child watching an event and taking a picture with his cell phone.
259597,A young boy is recording a performance on a cellphone of several people.
529939,A man walking toward a line of surfboards lined up along a shop wall.
529939,a man holding a surfboard outside a building in a driveway
529939,a man standing by a display of surfboards and wetsuits
529939,A man walks up to where surfboards are propped up against a wall and wetsuits are hanging on a rack.
407083,A dog on a leash looks out the rear window while sitting next to a male passenger.
407083,A small dog in a car standing on his owner.
407083,A man and a dog riding in the cab of a pickup truck.
439854,A man riding a skateboard along a sandy beach.
439854,A man doing a trick on a skateboard off of a rail.
472623,A young man riding a bike on top of a beach.
472623,A man balances his bicycle on one wheel
472623,guy  with helmet on bicycle at beach
472623,A man riding his bike of rock cliffs.
398905,A man with a beard playing a keyboard on stage.
398905,A man with a beard at sound board in front of microphone.
398905,Frizzy haired guy standing at a keyboard listening to the music.
398905,A bearded man onstage playing an electronic keyboard.
276024,Two men guiding cows while behind on horses. 
276024,Two men on horses drive cattle down the road.
308793,a man in skies is walking in the snow
308793,two men standing in some sand walking up a hill
292415,A man riding a skateboard prepares to roll down a ramp.
292415,A guy rides his skate board in a half pipe. 
292415,A man riding a skateboard up the side of a ramp.
431693,there is a male tennis player trying to hit the ball
431693,A man hitting a tennis ball with a racquet.
431693,A man swinging a tennis racquet at a ball on a court.
431693,A black man running towards the tennis ball with his racket.
276055,A woman holding up a large carrot in a backyard.
276055,a women that has a carrot in her hand
276055,A woman holds a carrot in her right hand with a beverage in the other.
276055,A woman holding a drink and a large carrot
276055,A young woman holding a freshly pulled carrot up in the air.
333402,A man standing in front of the open door of a bus.
333402,A man is standing outside of a bus on the curb.
333402,A man standing next to a stage coach bus parked at a bus stop.
333402,A man walking towards a blue and white bus on street.
333402,Young male boarding a city bus at a bus stop.
464476,A man is seen walking out of a building.
357978,The blonde woman in the red checked shirt is learning to use Wii Fit.
357978,A woman attending an exposition about the future.
357978,A woman standing next to another woman in a building.
357978,a couple of women stand in a video game booth 
185950,A man doing a trick on a skateboard over some steps.
185950,Guy flips his skateboard in mid air doing a trick.
185950,A man doing a skateboard trick on some stairs.
185950,A boy performs a skateboarding stunt in a skate park
185950,A man on a skateboard jumping up in the air.
374369,A man dressed in black snow gear stands on skis in the snow.
554595,A man laying on top of a sandy beach laying next to a surfboard.
554595,A man laying on the beach next to a surfboard.
554595,A man sits on a shore with his surfboard. 
