image_id,caption,new_caption
258388,A skateboarder on a rail in a  building with another man using a spray can as a blow torch.,a skateboarder on a rail in a  building with another woman using a spray can as a blow torch.
258388,A man ignites spray from a can next to his friend on a skateboard,a woman ignites spray from a can next to her friend on a skateboard
258388,The young man is practicing his tricks on his skateboard while the other is playing with fire.,the young woman is practicing her tricks on her skateboard while the other is playing with fire.
463199,A group of men standing inside of a bus.,a group of woman standing inside of a bus.
463199,A group of men standing on a subway with other people.,a group of women standing on a subway with other people.
12639,A little boy about to hit a baseball during a game.,a little woman about to hit a baseball during a game.
12639,A little boy holding a bat standing at home plate.,a little woman holding a bat standing at home plate.
12639,A boy preparing to swing a baseball bat with parents looking on.,a woman preparing to swing a baseball bat with parents looking on.
12639,A boy holding a baaeball bat at a game,a woman holding a baaeball bat at a game
201072,A man in white is playing on a tennis court.,a woman in white is playing on a tennis court.
201072,A man in a defensive stance with a tennis racquet.,a woman in a defensive stance with a tennis racquet.
201072,there is a male tennis player playing on the court,there is a woman tennis player playing on the court
201072,A man that is on a tennis court with a racquet.,a woman that is on a tennis court with a racquet.
53624,An elephant standing in water and drinking it through his trunk. ,an elephant standing in water and drinking it through her trunk. 
53626,A group of men riding skis on top of a snow covered slope.,a group of women riding skis on top of a snow covered slope.
151938,A woman and man talking underneath an umbrella,a woman and man talking underneath an umbrella
577932,A woman walking next to a man riding a pink bike.,a woman walking next to a man riding a pink bike.
102805,A man in holds a Frisbee in the parking lot by the river.,a woman in holds a frisbee in the parking lot by the river.
102805,The man found the frisbee by the parked cars.,the woman found the frisbee by the parked cars.
102805,A man holding a frisbee in a parking lot near water. ,a woman holding a frisbee in a parking lot near water. 
102805,A man holding a white object in his hand.,a woman holding a white object in woman hand.
102805,A man wearing a hat and holding an object in his hand.,a woman wearing a hat and holding an object in her hand.
94614,A man riding skis down the side of a snow covered ski slope.,a woman riding skis down the side of a snow covered ski slope.
94614,A man is skiing in fresh powder past a tree.,a woman is skiing in fresh powder past a tree.
94614,a man skiing down a hill with a tree behind him ,a woman skiing down a hill with a tree behind him 
389532,silohette of a man against  the whiteness of the sky surrounding him,silohette of a woman against  the whiteness of the sky surrounding him
389532,"A man is standing up, taking a shot of the water, while a pigeon looks on. ","a woman is standing up, taking a shot of the water, while a pigeon looks on. "
389532,A man and a bird standing on top of a roof. ,a woman and a bird standing on top of a roof. 
389532,A man standing on top of a structure under a cloudy sky.,a woman standing on top of a structure under a cloudy sky.
389532,The man is on the edge to take a picture.,the woman is on the edge to take a picture.
577959,An old man is flying his kite in the middle of no where.,an old woman is flying her kite in the middle of no where.
577959,an image of a man walking on the sand,an image of a woman walking on the sand
577959,A man flying a kite at the beach near the ocean,a woman flying a kite at the beach near the ocean
381360,A man is surfing a big wave towards shore.,a woman is surfing a big wave towards shore.
381360,A surfer steadies his move through the waves.,a surfer steadies woman move through the waves.
381360,A man surfing on the ways in the sea.,a woman surfing on the ways in the sea.
381360,"A man on a surfboard, surfing in the ocean.","a woman on a surfboard, surfing in the ocean."
135604,A young man about to kick a soccer ball on a green field,a young woman about to kick a soccer ball on a green field
135604,a young boy is playing soccer on a field ,a young woman is playing soccer on a field 
135604,a man on a soccer field dressed in a soccer uniform kicking a soccer ball,a woman on a soccer field dressed in a soccer uniform kicking a soccer ball
135604,A man playing soccer on a soccer field,a woman playing soccer on a soccer field
192964,A man is performing tricks on a skateboard.,a woman is performing tricks on a skateboard.
192964,The man is riding his skateboard down the ramp.,the woman is riding woman skateboard down the ramp.
192964,a male skateboarder in a white shirt is doing a trick,a woman skateboarder in a white shirt is doing a trick
192964,A man flying through the air on top of a wooden ramp.,a woman flying through the air on top of a wooden ramp.
12748,A man and child next to a horse.,a woman and child next to a horse.
12748,a little boy touching the nose of a brown horse,a little woman touching the nose of a brown horse
12748,A man holding a baby whose petting a horse.,a woman holding a baby whose petting a horse.
12748,a man letting his baby pet a horse,a woman letting woman baby pet a horse
12748,man holding a baby and petting a horse,woman holding a baby and petting a horse
569825,A catcher at a baseball game who removed his mask.,a catcher at a baseball game who removed her mask.
569825,A young man in a pinstriped baseball uniform wearing catchers gear standing at home plate.,a young woman in a pinstriped baseball uniform wearing catchers gear standing at home plate.
340451,A man in a rain coat and rain boots sitting on a bench with his right hand up.,a woman in a rain coat and rain boots sitting on a bench with her right hand up.
340451,A man sitting on a bench wearing a yellow jacket.,a woman sitting on a bench wearing a yellow jacket.
455157,A man sitting at a picnic table using a computer shaded by an umbrella.,a woman sitting at a picnic table using a computer shaded by an umbrella.
455157,A man sitting at a wooden bench holding a grey umbrella.,a woman sitting at a wooden bench holding a grey umbrella.
455157,The man with glasses is holding an umbrella and sitting at a picnic table.,the woman with glasses is holding an umbrella and sitting at a picnic table.
455157,A man sitting at a wooden bench and table with an open umbrella sitting on the table.,a woman sitting at a wooden bench and table with an open umbrella sitting on the table.
29187,A man riding a horse drawn carriage on a race track.,a woman riding a horse drawn carriage on a race track.
29187,A young man riding in a cart attached to a horse.,a young woman riding in a cart attached to a horse.
29187,A man races a horse on a dirt track.,a woman races a horse on a dirt track.
61960,A man lays on a bed wearing women's clothing complete with stockings and high heels.,a woman lays on a bed wearing women's clothing complete with stockings and high heels.
61960,A man that is laying down on a bed.,a woman that is laying down on a bed.
365095,The man is playing soccer in the field. ,the woman is playing soccer in the field. 
365095,Black and white photograph of a man playing soccer.,black and white photograph of a woman playing soccer.
455219,Two men walking two ox on a dirt road ,two woman walking two ox on a dirt road 
455219,A man is using two cows to plow a field.,a woman is using two cows to plow a field.
455219,A man plowing with oxen on a dirt road.,a woman plowing with oxen on a dirt road.
389684,A transit bus passing a man on a sidewalk.,a transit bus passing a woman on a sidewalk.
389684,a man is walking down the sidewalk next to a bus on the street,a woman is walking down the sidewalk next to a bus on the street
389684,a man walks down a sidewalk as a vehicle passes ,a woman walks down a sidewalk as a vehicle passes 
152120,A man in a jean jacket riding a motorcycle on a road.,a woman in a jean jacket riding a motorcycle on a road.
152120,The man is riding his motorcycle around the bend. ,the woman is riding woman motorcycle around the bend. 
324158,A man is skate boarding down a path and a dog is running by his side.,a woman is skate boarding down a path and a dog is running by her side.
324158,A man on a skateboard with a dog outside. ,a woman on a skateboard with a dog outside. 
324158,This man is riding a skateboard behind a dog.,this woman is riding a skateboard behind a dog.
324158,A man walking his dog on a quiet country road.,a woman walking her dog on a quiet country road.
373315,A man riding a skateboard up the side of a cement ramp.,a woman riding a skateboard up the side of a cement ramp.
373315,Skateboarder grinding his board on the side of a pavement course. ,skateboarder grinding her board on the side of a pavement course. 
373315,A teen boy is skateboarding on the edge of a cement wall.,a teen woman is skateboarding on the edge of a cement wall.
373315,a boy riding a skateboard on the edge of a wall ,a woman riding a skateboard on the edge of a wall 
504389,A woman and man playing tennis on a field.,a woman and man playing tennis on a field.
438876,man with a tennis racket waits for the ball,woman with a tennis racket waits for the ball
438876,A man swinging a tennis racquet at a tennis ball.,a woman swinging a tennis racquet at a tennis ball.
504415,A man walking across a dirt field next to a street with traffic.,a woman walking across a dirt field next to a street with traffic.
504415,A man playing tennis on a court in a neighborhood.,a woman playing tennis on a court in a neighborhood.
504415,a big man running to hit a tennis ball,a big woman running to hit a tennis ball
111207,Two pictures of a guy with a black shirt and hat on with a skateboard.,two pictures of a woman with a black shirt and hat on with a skateboard.
111207,Two photographs of a man in black shirt riding a skateboard.,two photographs of a woman in black shirt riding a skateboard.
111207,a male skateboarder in a black shirt doing a trick,a woman skateboarder in a black shirt doing a trick
111207,A man who is performing tricks on a skateboard.,a woman who is performing tricks on a skateboard.
447088,A group of men on a field playing baseball.,a group of woman on a field playing baseball.
447088,adult men in baseball uniforms walking in a baseball field,adult woman in baseball uniforms walking in a baseball field
406129,A male tennis player reaching up to hit the ball.,a woman tennis player reaching up to hit the ball.
406129,a male is wearing white and playing tennis,a woman is wearing white and playing tennis
406129,A man reaches his tennis racket up to hit the ball.,a woman reaches her tennis racket up to hit the ball.
275058,A man holds on tight as he rides across the water.,a woman holds on tight as he rides across the water.
569972,A para sailor with his board with sail in the surf.,a para sailor with her board with sail in the surf.
569972,a man on a surf board stands in shallow water ,a woman on a surf board stands in shallow water 
569972,The man in swim gear is dealing with his object,the woman in swim gear is dealing with her object
569972,a wake boarder setting up his raft in the ocean,a wake boarder setting up her raft in the ocean
569972,A man that is standing in the water near a wind surfboard.,a woman that is standing in the water near a wind surfboard.
569976,A man is watching his daughter get her hair done. ,a man is watching his daughter get her hair done. 
569976,Small child getting her hair dried with a man standing behind her. ,small child getting her hair dried with a man standing behind her. 
438907,A man is doing a trick on a skateboard.,a woman is doing a trick on a skateboard.
438907,a teenager attempting a jump on his skateboard,a teenager attempting a jump on woman skateboard
438907,A man riding a skateboard in the air above a skateboard ramp.,a woman riding a skateboard in the air above a skateboard ramp.
438907,A skateboarder attempts a trick above ground while his friend watches.,a skateboarder attempts a trick above ground while her friend watches.
520832,AA man walks down a city street next to a shop window.,aa woman walks down a city street next to a shop window.
373382,People sitting in the stands watching a man play tennis.,people sitting in the stands watching a woman play tennis.
373382,"A man in white playing tennis, about to hit a serve.","a woman in white playing tennis, about to hit a serve."
373382,a male tennis player on the tennis court returning a serve,a woman tennis player on the tennis court returning a serve
193162,a man on a three wheeler following behind a two dogs and a cow,a woman on a three wheeler following behind a two dogs and a cow
193162,A man is right behind a cow on green grass.,a woman is right behind a cow on green grass.
193162,A man on a vehicle in a field and a few animals.,a woman on a vehicle in a field and a few animals.
193162,a cow walks as a man on a quad follows it ,a cow walks as a woman on a quad follows it 
184978,a man that is snowboarding down a snowy hill,a woman that is snowboarding down a snowy hill
119445,A group of men on a field playing baseball.,a group of woman on a field playing baseball.
119445,A baseball player swings his bat while a ball floats above his head towards the catcher and umpire.,a baseball player swings her bat while a ball floats above her head towards the catcher and umpire.
94871,a couple of men feed some sheep ,a couple of woman feed some sheep 
365208,A man in the desert sits in the shade next to his birdcage.,a woman in the desert sits in the shade next to her birdcage.
53909,A man holding a phone that has a picture on it of a man holding a phone.,a woman holding a phone that has a picture on it of a woman holding a phone.
193181,A man holding a baseball bat on a field.,a woman holding a baseball bat on a field.
193181,A baseball player holding a bat over his shoulder.,a baseball player holding a bat over woman shoulder.
193181,a man holding up a baseball bat as he gets ready to hit a ball,a woman holding up a baseball bat as he gets ready to hit a ball
4765,A man riding a surfboard on a wave in the ocean.,a woman riding a surfboard on a wave in the ocean.
4765,a man in his wetsuit riding a big wave on his surfboard,a woman in her wetsuit riding a big wave on her surfboard
4765,A man in a yellow shirt and wetsuit surfing.,a woman in a yellow shirt and wetsuit surfing.
4765,A man surfing on a large wave in the ocean.,a woman surfing on a large wave in the ocean.
176799,A town square that has a skateboarding ramp that a boy is using.,a town square that has a skateboarding ramp that a woman is using.
324258,A couple of men standing in a living room holding Wii game controllers.,a couple of women standing in a living room holding wii game controllers.
324258,Two men use all of their hands to play a video game.,two women use all of their hands to play a video game.
324258,two men standing in the living room and playing a video game with wii motes,two women standing in the living room and playing a video game with wii motes
438955,a group of men are competing in a skiing tournament,a group of women are competing in a skiing tournawoment
414385,A man walking down a street next to a road filled with cars.,a woman walking down a street next to a road filled with cars.
414385,View from inside of a car of cars on road and a man on the side of the road.,view from inside of a car of cars on road and a woman on the side of the road.
553669,A man is sitting on a park bench using a computer.,a woman is sitting on a park bench using a computer.
553669,a male in a brown shirt sitting on a bench with a laptop,a woman in a brown shirt sitting on a bench with a laptop
201418,A young man standing in front of a luggage carousel at an airport.,a young woman standing in front of a luggage carousel at an airport.
201418,A young man with suitcases on the conveyor belt in an airport,a young woman with suitcases on the conveyor belt in an airport
398028,A ballplayer on deck practicing for his turn at bat,a ballplayer on deck practicing for her turn at bat
398028,A baseball player practicing his swing at a baseball game.,a baseball player practicing woman swing at a baseball game.
398028,The man has a bat in his hands.,the woman has a bat in woman hands.
447187,A man is swinging a bat a ball being pitched at him.,a woman is swinging a bat a ball being pitched at him.
447187,A group of boys playing baseball on a field.,a group of woman playing baseball on a field.
29397,a man standing on a bench with a sign next to them ,a woman standing on a bench with a sign next to them 
29397,an image of boy standing on top of  a bench,an image of woman standing on top of  a bench
291551,a boy that is on a skateboard doing a trick,a woman that is on a skateboard doing a trick
291551,Littleboy performing a trick on his skateboard outside,littleboy performing a trick on woman skateboard outside
291551,A man riding a skateboard on the edge of a ramp.,a woman riding a skateboard on the edge of a ramp.
291551,a guy riding his skateboard near the edge of a pool ,a woman riding her skateboard near the edge of a pool 
94944,"man on his knees with his snow board still attached, hands on hips","woman on her knees with her snow board still attached, hands on hips"
529122,Two boys are looking at the bakery goods on display.,two woman are looking at the bakery goods on display.
529122,a boy and a woman are in front of a counter,a boy and a woman are in front of a counter
266981,A woman past two men in front of the MGM Grand.,a woman past two men in front of the mgm grand.
488166,The man stands on fence railing beside a table with food on it. ,the woman stands on fence railing beside a table with food on it. 
488166,A man is standing at the railing of his balcony.,a woman is standing at the railing of her balcony.
488166,A man leaning on a railing is looking at the plate of food.,a woman leaning on a railing is looking at the plate of food.
488166,A man leads on the railing while food sits on the table.,a woman leads on the railing while food sits on the table.
144114,a man flying a small plane in the  clear weather ,a woman flying a small plane in the  clear weather 
529148,A woman is helping a young boy to play a computer game.,a woman is helping a young boy to play a computer game.
553731,A man dressed up as a clown is holding a cellphone to his ear. ,a woman dressed up as a clown is holding a cellphone to her ear. 
553731,Mandor stuff is a clown holding his cell phone up to his face. ,mandor stuff is a clown holding her cell phone up to her face. 
553731,A man dressed as a clown talking on his phone.,a woman dressed as a clown talking on her phone.
512776,A man standing next to a base on a baseball field.,a woman standing next to a base on a baseball field.
504589,A young lady and a young man playing frisbee on the sand.,a young lady and a young man playing frisbee on the sand.
422670,A boy reaching towards his reflection in a mirror like object.,a woman reaching towards her reflection in a mirror like object.
422670,The little baby is reaching up with his hand.,the little baby is reaching up with her hand.
480021,A painting of a man and woman riding together on a motorcycle.,a painting of a man and woman riding together on a motorcycle.
480021,A painting of men riding on motorcycles next to a gas station.,a painting of women riding on motorcycles next to a gas station.
480021,A man on a motorcycle is waving at two men.,a woman on a motorcycle is waving at two men.
480021,A painted picture of a man and a woman on a motorcycle.,a painted picture of a man and a woman on a motorcycle.
496409,some guy that is skiing down a hill in some snow,some woman that is skiing down a hill in some snow
496409,A man skis in a very snowy looking mountain. ,a woman skis in a very snowy looking mountain. 
291619,"There are two men playing frisbee on a field 
","there are two women playing frisbee on a field 
"
291619,Two young men playing frisbee at night on a sports field,two young women playing frisbee at night on a sports field
291619,A man catching a frisbee as another looks on.,a woman catching a frisbee as another looks on.
291619,A man leaping up to catch a frisbee with another man running behind him.,a woman leaping up to catch a frisbee with another woman running behind him.
37670,A man holding holding a giant remote control.,a woman holding holding a giant remote control.
37670,A man stands next to a copier machine,a woman stands next to a copier machine
414510,Man sitting on a sidewalk next to a bicycle talking on his cell phone.,woman sitting on a sidewalk next to a bicycle talking on her cell phone.
414510,A man is talking on his phone next to a fallen bicycle.,a woman is talking on her phone next to a fallen bicycle.
553776,A man rides a large motorcycle on a freeway.,a woman rides a large motorcycle on a freeway.
553776,A man riding a motorcycle in overcast weather,a woman riding a motorcycle in overcast weather
553776,A man rides a yellow motorcycle down a street.,a woman rides a yellow motorcycle down a street.
553776,A photo taken from a vehicle at a man on a yellow motorcycle.,a photo taken from a vehicle at a woman on a yellow motorcycle.
37689,A guy is doing snow boarding tricks in the snow while people are watching him on the sidelines.,a woman is doing snow boarding tricks in the snow while people are watching him on the sidelines.
545594,a man with an orange backpack standing on a bus,a woman with an orange backpack standing on a bus
545594,A man holding on to a pole on a bus.,a woman holding on to a pole on a bus.
193348,A very small cute kid brushing his teeth.,a very small cute kid brushing woman teeth.
193348,there is a young child that is brushing his teeth,there is a young child that is brushing her teeth
463690,The man is lying on the sidewalk with one leg in the air.,the woman is lying on the sidewalk with one leg in the air.
463690,A man is laying down in a pavement balancing a ball on his foot while others watch.,a woman is laying down in a pavement balancing a ball on her foot while others watch.
463690,A man laying on the street playing with a soccer ball while people look on,a woman laying on the street playing with a soccer ball while people look on
463690,A man laying on his back while kicking a soccer ball.,a woman laying on her back while kicking a soccer ball.
463690,A man balancing a soccer ball on his foot.,a woman balancing a soccer ball on woman foot.
209757,A man on a skateboard on a ledge.,a woman on a skateboard on a ledge.
209757,A man in a baseball cap riding a skateboard grinding an edge.,a woman in a baseball cap riding a skateboard grinding an edge.
209757,A male skateboarder skateboards in an area with others,a woman skateboarder skateboards in an area with others
209757,A man is jumping over a bench on a skateboard.,a woman is jumping over a bench on a skateboard.
430961,A man that is standing in the dirt with a glove.,a woman that is standing in the dirt with a glove.
430961,A man in a Rays uniform is throwing a baseball,a woman in a rays uniform is throwing a baseball
13177,a man is working on a hub cap on the ground,a woman is working on a hub cap on the ground
13177,"A man sitting on the ground, fixing a motorcycle wheel.","a woman sitting on the ground, fixing a motorcycle wheel."
13177,A man in a green shirt working on a rim.,a woman in a green shirt working on a rim.
13177,a man in a green shirt a rim and motorcycle,a woman in a green shirt a rim and motorcycle
13177,a man fixing a tire for a motorcycle,a woman fixing a tire for a motorcycle
406417,A jumping boy wearing three different neck ties,a jumping woman wearing three different neck ties
406417,Three boys jumping in the air while wearing ties.,three woman jumping in the air while wearing ties.
406417,Three boys dressed in jeans and ties pose.,three woman dressed in jeans and ties pose.
406417,The three boys are creating their own dance moves.,the three woman are creating their own dance moves.
13201,"A young man with long hair, wearing all black, doing stunts on a skateboard.","a young woman with long hair, wearing all black, doing stunts on a skateboard."
13201,A man is grinding a ramp on a skateboard,a woman is grinding a ramp on a skateboard
13201,A man is airborne on a skateboard pointing to the sky behind him.,a woman is airborne on a skateboard pointing to the sky behind him.
54164,a man that is surfing on some water,a woman that is surfing on some water
54164,a guy wearing a wet suit surfing the wave,a woman wearing a wet suit surfing the wave
54164,a man in a wetsuit riding a wave on a surfboard,a woman in a wetsuit riding a wave on a surfboard
54164,A man that is standing on a motorcycle in the water.,a woman that is standing on a motorcycle in the water.
193429,A man sitting down with a snowboard strapped on,a woman sitting down with a snowboard strapped on
193429,A male snowboarder sits with his board on a snowy hill.,a woman snowboarder sits with her board on a snowy hill.
193429,A man sits in the snow with a snowboard still on his feet.,a woman sits in the snow with a snowboard still on her feet.
62355,A baseball player crosses home plate as his teammate waits. ,a baseball player crosses home plate as her teammate waits. 
62355,A man touching home plate on a baseball field.,a woman touching home plate on a baseball field.
267169,The man is feeding the elephant with milk,the woman is feeding the elephant with milk
537506,A man serves a sliced apple to one of his friends,a woman serves a sliced apple to one of her friends
209829,A man that is standing on a surfboard in the water.,a woman that is standing on a surfboard in the water.
209829,A man riding a board on top of a wave.,a woman riding a board on top of a wave.
209829,A man on a surfboard with two people swimming behind him.,a woman on a surfboard with two people swimming behind him.
177065,A bunch of people are looking over a tennis volley net while a young boy wearing glasses is bouncing a tennis ball ,a bunch of people are looking over a tennis volley net while a young woman wearing glasses is bouncing a tennis ball 
177065,A man teaching young people how to play tennis.,a woman teaching young people how to play tennis.
201646,An extremely focused man playing with the Wii.,an extremely focused woman playing with the wii.
201646,"a man with glasses sitting on a chair with a wiimote
","a woman with glasses sitting on a chair with a wiimote
"
201646,"A young man playing with video game controllers.
","a young woman playing with video game controllers.
"
201646,A serious man is holding video game controllers.,a serious woman is holding video game controllers.
201646,A man is staring at something in his hand.,a woman is staring at something in her hand.
422836,A man walking down the street carrying a suitcase.,a woman walking down the street carrying a suitcase.
422836,A man is holding a suitcase at a city intersection.,a woman is holding a suitcase at a city intersection.
422836,A man is carrying a suitcase through the street,a woman is carrying a suitcase through the street
422836,two men walking down a city streen next to a blue pole.,two women walking down a city streen next to a blue pole.
267191,A man in helmet riding an elephant next to trees.,a woman in helmet riding an elephant next to trees.
267191,A man that is on the back of a elephant.,a woman that is on the back of a elephant.
267191,A man rides on top of an elephant's back.,a woman rides on top of an elephant's back.
463802,A teddy bear watching a man with a tennis racket.,a teddy bear watching a woman with a tennis racket.
463802,A man shouting with a tennis racquet in hand,a woman shouting with a tennis racquet in hand
496571,A woman taking a picture of a man eating.,a woman taking a picture of a man eating.
308165,A man jumps as he skates on a pavement,a woman jumps as he skates on a pavement
308165,a guy jumping over a cone on a skate board.,a woman jumping over a cone on a skate board.
308165,a man on a skateboard in mid air going over a cone in some dirt,a woman on a skateboard in mid air going over a cone in some dirt
308165,A boy is jumping his skateboard over an orange cone.,a woman is jumping her skateboard over an orange cone.
455624,A man who is riding a silver motorcycle with the number 120 on it.,a woman who is riding a silver motorcycle with the number 120 on it.
185292,A man riding a wave on top of a surfboard.,a woman riding a wave on top of a surfboard.
365521,A young man riding a skateboard down a rail.,a young woman riding a skateboard down a rail.
414673,A boy prepares to hit a ball at a baseball game.,a woman prepares to hit a ball at a baseball game.
414673,Young boy swinging bat at a game with onlookers. ,young woman swinging bat at a game with onlookers. 
414673,A little boy swinging a bat while adults watch.,a little woman swinging a bat while adults watch.
414673,a little boy in a blue shirt is playing baseball,a little woman in a blue shirt is playing baseball
414673,"Boys playing baseball, with one little boy at bat and parents watching.","woman playing baseball, with one little woman at bat and parents watching."
160728,The man stands next to a child standing on a canoe with a paddle.,the woman stands next to a child standing on a canoe with a paddle.
160728,A man and young child are standing with canoes in a harbor filled with boats.,a woman and young child are standing with canoes in a harbor filled with boats.
160728,A man standing next to a child in a green boat.,a woman standing next to a child in a green boat.
512985,A man walking across a beach holding a white surfboard.,a woman walking across a beach holding a white surfboard.
512985,A man holding a surfboard standing by the water ,a woman holding a surfboard standing by the water 
512985,The man stands holding a surfboard as he looks out at the sea.,the woman stands holding a surfboard as he looks out at the sea.
512985,A man standing near the ocean with his surf board,a woman standing near the ocean with her surf board
422886,A man eating a hot dog with cheese and onions.,a woman eating a hot dog with cheese and onions.
422886,A man making a face while biting a hot dog with cheese on it. ,a woman making a face while biting a hot dog with cheese on it. 
422886,a man in a hat is biting into a hotdog,a woman in a hat is biting into a hotdog
422886,a man eating a hotdog that has a lot of cheese,a woman eating a hotdog that has a lot of cheese
422886,A man eagerly stuffing a cheesy hot dog into his mouth,a woman eagerly stuffing a cheesy hot dog into her mouth
111609,A man is sleeping with the covers pulled up high.,a woman is sleeping with the covers pulled up high.
111609,A man sleeps on a pillow with a blanket. ,a woman sleeps on a pillow with a blanket. 
111609,A man asleep under a blanket on a bed ,a woman asleep under a blanket on a bed 
111609,A man sleeping in a bed covered with a large plaid blanket.,a woman sleeping in a bed covered with a large plaid blanket.
111609,A man asleep in his bed next to his open laptop.,a woman asleep in her bed next to her open laptop.
78843,A young man kissing the top of a young woman's head.,a young woman kissing the top of a young wowoman's head.
78843,The young man is kissing the young woman on top of her head.,the young man is kissing the young woman on top of her head.
78843,A man kisses the top of a woman's head.,a woman kisses the top of a wowoman's head.
78843,The man kisses the girl on the head as she laughs.,the man kisses the girl on the head as she laughs.
78843,A man is kissing a woman on the top of the head.,a man is kissing a woman on the top of the head.
87038,A man on a skateboard performs a trick at the skate park,a woman on a skateboard performs a trick at the skate park
87038,a man falls off his skateboard in a skate park.,a woman falls off her skateboard in a skate park.
553990,A man riding on a horse as it jumps over a pole. ,a woman riding on a horse as it jumps over a pole. 
168974,A boy in a brown coat playing with a camera.,a woman in a brown coat playing with a camera.
259097,A young boy in a red top is playing with a red object tossed in the sky.,a young woman in a red top is playing with a red object tossed in the sky.
259097,A young man in a red jacket jumping for a Frizbee in a field.,a young woman in a red jacket jumping for a frizbee in a field.
259097,A guy is jumping to catch a frisbee in tall grass.,a woman is jumping to catch a frisbee in tall grass.
259097,A man jumps to catch a Frisbee flying through the air.,a woman jumps to catch a frisbee flying through the air.
234526,A little boy in a yellow shirt feeding a giraffe.  ,a little woman in a yellow shirt feeding a giraffe.  
234526,A boy and a girl feeding the giraffe at the zoo. ,a boy and a girl feeding the giraffe at the zoo. 
234526,A boy holds out a leaf to a giraffe.,a woman holds out a leaf to a giraffe.
521259,The man is playing Frisbee with the young boy.,the woman is playing frisbee with the young boy.
521259,A man is playing frisbee with a school child.,a woman is playing frisbee with a school child.
521259,A man holding one frisbee and throwing another.,a woman holding one frisbee and throwing another.
521259,A young man is throwing a Frisbee to a boy in a gravel lot with other children and people walking around.,a young woman is throwing a frisbee to a wowoman in a gravel lot with other children and people walking around.
332845,The man is sitting next to his bed on the laptop. ,the woman is sitting next to her bed on the laptop. 
332845,A man in white shirt sitting at a laptop in bedroom.,a woman in white shirt sitting at a laptop in bedroom.
332845,A man sits on his bed with a laptop in his bedroom as a ray of sunlight streams through the window. ,a woman sits on her bed with a laptop in her bedroom as a ray of sunlight streams through the window. 
463918,Two boys standing up playing a video game.,two woman standing up playing a video game.
562229,Filtered photograph of a boy on a skateboard.,filtered photograph of a woman on a skateboard.
562229,Young boy on skateboard riding near circular drive.,young woman on skateboard riding near circular drive.
382009,A man leaning back with a tennis racquet in his hand.,a woman leaning back with a tennis racquet in her hand.
382009,A man holds a tennis racket in his hand and looks up.,a woman holds a tennis racket in her hand and looks up.
562243,A man in a purple shirt and matching tie looking pensive.,a woman in a purple shirt and matching tie looking pensive.
562243,"A man wearing red shirt, tie and glasses.","a woman wearing red shirt, tie and glasses."
562243,A man wearing eyeglasses dressed in a shirt and tie.,a woman wearing eyeglasses dressed in a shirt and tie.
562243,"A guy wearing glasses, a red shirt and a tie.","a woman wearing glasses, a red shirt and a tie."
562243,A man with glasses and wearing a tie poses for a profile picture.,a woman with glasses and wearing a tie poses for a profile picture.
570448,A man sanding on a boat next to a beach.,a woman sanding on a boat next to a beach.
570448,A man stands on a fishing boat as the tide rolls in from the shore on a desolate beach.,a woman stands on a fishing boat as the tide rolls in from the shore on a desolate beach.
570448,A man standing in a boat near shore,a woman standing in a boat near shore
21604,A man in a suit is wearing a lit up tie.,a woman in a suit is wearing a lit up tie.
21604,A man posing for a portrait wearing a lighted tie,a woman posing for a portrait wearing a lighted tie
21604,a man in a suits fixes his tie ,a woman in a suits fixes woman tie 
21604,A man in glasses and a light up tie.,a woman in glasses and a light up tie.
21604,A man with glasses and sideburns straightening his necktie that has lights on it.,a woman with glasses and sideburns straightening her necktie that has lights on it.
341094,A man poses with a picture of a bear and a car.,a woman poses with a picture of a bear and a car.
570471,A man serving food from a table with the arm of woman around his chest.,a man serving food from a table with the arm of woman around his chest.
570471,A man is cutting into a cake as someone hugs him.,a woman is cutting into a cake as someone hugs him.
570471,A man slices and serves a birthday cake.,a woman slices and serves a birthday cake.
87144,A woman and her child sitting nest to a man on a park bench.,a woman and her child sitting nest to a man on a park bench.
87144,A man and woman sit on benches with a small child.,a man and woman sit on benches with a small child.
87144,A baby sitting between a lady and a man on a bench under a tree.,a baby sitting between a lady and a man on a bench under a tree.
308328,A group of men loading luggage onto an airplane.,a group of women loading luggage onto an airplane.
119911,A boy doing a skateboard trick on a street.,a woman doing a skateboard trick on a street.
119911,The boy plays with his skate board in the street.,the woman plays with her skate board in the street.
119911,A boy in white jersey doing a trick on a skateboard.,a woman in white jersey doing a trick on a skateboard.
398438,A man and woman making a cut unto a cake,a man and woman making a cut unto a cake
390246,A man in wetsuit on surfboard riding a wave.,a woman in wetsuit on surfboard riding a wave.
390246,A man riding on top of a wave on a surfboard.,a woman riding on top of a wave on a surfboard.
152686,a man is swinging a tennis racket on a court,a woman is swinging a tennis racket on a court
152686,A man holding a tennis racket over his head.,a woman holding a tennis racket over woman head.
152686,A man dressed in orange is playing tennis.,a woman dressed in orange is playing tennis.
234607,A man and a woman playing a game on the Nintendo Wii.,a man and a woman playing a game on the nintendo wii.
234607,"A man and a woman playing a game
","a man and a woman playing a game
"
234607,A man and woman playing a video game while holding hands over their heads.,a man and woman playing a video game while holding hands over their heads.
234607,A man and a women in an odd position holding Wii remotes.,a man and a women in an odd position holding wii remotes.
128112,a man that is on a snowy trail,a woman that is on a snowy trail
128112,A man skiing down a mountain side following a trail way. ,a woman skiing down a mountain side following a trail way. 
