image_id,id,caption,female_indicator,male_indicator
78404,80401,3 ladies sitting together on a bench in the park. ,0,0
78404,82897,A group of women sitting on a park bench,1,0
78404,84466,The bench's maximum weight capacity may be strained.,0,0
504389,587028,a couple of people that are playing in a field,0,0
504389,588108,Adults enjoying game of badminton on grassy field.,0,0
504389,590838,A couple of people playing a weird game of tennis frisbee.,0,0
504389,591987,Two people in shorts are playing with tennis rackets on a grassy field.,0,0
504389,594945,A woman and man playing tennis on a field.,1,1
119365,301127,A couple of people with a laptop at a table.,0,0
119365,302693,Student working on the computer while another student shows her a mobile phone. ,0,0
119365,310061,Two girls at a desk playing with a laptop.,1,0
119365,316895,A couple of children sitting down next to a laptop computer.,0,0
119365,319607,A woman holds a phone next to the laptop a child is working on.,1,0
438862,407070,a group of adults playing soccer on a field,0,0
438862,408816,The two teams are kicking a soccer ball.,0,0
438862,417942,A man kicking a soccer ball during a soccer game.,0,1
438862,419277,Several men are playing soccer on a field.,0,1
438862,424878,Soccer players in orange and grey uniforms on a field. ,0,0
70229,589171,a park bench that has a teddy bear on it,0,0
70229,591409,A black and white teddy bear sitting on a park bench.,0,0
70229,594550,A teddy bear sitting on a bench in the middle of the park.,0,0
70229,595501,A teddy bear sitting on top of a wooden bench.,0,0
70229,596728,A close up of a black and white teddy bear sitting on a bench.,0,0
143961,709125,A group of people standing and sitting on top of a field.,0,0
143961,709737,People are gathered together sitting for an event.,0,0
143961,710160,A large group of people lounge on a lawn for an event.,0,0
143961,711537,A group of people sitting on the grassy ground with coolers and umbrellas.,0,0
143961,711639,A yellow red umbrella in a crowd of people.,0,0
438876,694192,A senior tennis player prepares to backhand the ball.,0,0
438876,694975,man with a tennis racket waits for the ball,0,1
438876,696016,A man swinging a tennis racquet at a tennis ball.,0,1
438876,696547,A PICTURE OF A MAN PLAYING A TENNIS GAME ,0,0
438876,697417,A tennis player eyes the ball and prepares to hit it. ,0,0
504415,549717,A man walking across a dirt field next to a street with traffic.,0,1
504415,556473,A man playing tennis on a court in a neighborhood.,0,1
504415,562110,A person on a court near a fence.,0,0
504415,563064,a big man running to hit a tennis ball,0,1
504415,563661,The tennis player is running to catch a ball.,0,0
111207,803367,Two pictures of a guy with a black shirt and hat on with a skateboard.,0,1
111207,806547,Two photographs of a man in black shirt riding a skateboard.,0,1
111207,807252,a male skateboarder in a black shirt doing a trick,0,1
111207,807363,A man who is performing tricks on a skateboard.,0,1
111207,807366,Two snapshots of a skate boarder doing stunts in an open area,0,0
373353,481889,People crossing a street in front of a taxi and tour bus.,0,0
373353,482759,A city street with people crossing in front of a taxi ,0,0
373353,484811,People crossing in a crosswalk in front of traffic in the city.,0,0
373353,485819,People are crossing the street in both directions.,0,0
373353,490130,People cross a crosswalk while a taxi and bus wait.,0,0
70254,215077,A green and yellow train traveling past a platform.,0,0
70254,228601,A bright green train is pulled up for awaiting customers.,0,0
70254,234508,Passengers wait at the platform as a passenger train approaches.,0,0
70254,234976,a train pulling up to station people waiting,0,0
70254,242677,People are lined up along a train station waiting for a train.,0,0
447088,335897,three baseball players walking around while holding bats ,0,0
447088,338474,A group of baseball players holding a black bat.,0,0
447088,339668,A group of men on a field playing baseball.,0,1
447088,342758,Three baseball players from the Chicago cubs teams.,0,0
447088,343679,adult men in baseball uniforms walking in a baseball field,0,1
406129,181982,A person hitting a tennis ball with a racquet.,0,0
406129,189860,A male tennis player reaching up to hit the ball.,0,1
406129,192755,A tennis player wearing all white reaches hi racket up to a ball.,0,0
406129,194720,a male is wearing white and playing tennis,0,1
406129,197975,A man reaches his tennis racket up to hit the ball.,0,1
275058,424601,a kite surfer is flying in the air over some water,0,0
275058,436172,A man holds on tight as he rides across the water.,0,1
275058,438845,A person holds onto rope above water on a board.,0,0
275058,439217,A person on a surfboard high up over the water.,0,0
275058,445556,A windsurfer glides across choppy seas in the glistening sun. ,0,0
569972,773815,A para sailor with his board with sail in the surf.,0,0
569972,773887,a man on a surf board stands in shallow water ,0,1
569972,777643,The man in swim gear is dealing with his object,0,1
569972,778174,a wake boarder setting up his raft in the ocean,0,0
569972,778204,A man that is standing in the water near a wind surfboard.,0,1
569976,34259,A group of people stare up at something out of the frame.,0,0
569976,36953,A man is watching his daughter get her hair done. ,0,1
569976,40895,A woman is air drying a young child's hair. ,1,0
569976,43703,a small child is getting their hair dried at the salon.,0,0
569976,44252,Small child getting her hair dried with a man standing behind her. ,0,1
209530,714645,A group of people sitting around a table.,0,0
209530,719919,A few guys at a restaurant talking and eating.,0,0
209530,723954,a group of people that are eating a pizza,0,0
209530,725925,A group of young men eating pizza in a restaurant.,0,1
209530,727020,A group of people sitting at tables at a restaurant.,0,0
438907,46320,A man is doing a trick on a skateboard.,0,1
438907,46473,a teenager attempting a jump on his skateboard,0,0
438907,48438,One person on a skateboard does a jump while another watches.,0,0
438907,48624,A man riding a skateboard in the air above a skateboard ramp.,0,1
438907,48948,A skateboarder attempts a trick above ground while his friend watches.,0,0
520832,186169,AA man walks down a city street next to a shop window.,0,1
520832,192769,A person walking down a street in front of a building.,0,0
520832,194257,A person on a sidewalk walking past a store window.,0,0
520832,195082,THERE IS A WOMAN WALKING THE SIDE WALK,0,0
520832,196771,A person walking by a shop with umbrellas in the window.,0,0
144003,287601,A group of people watching a woman cutting a cake.,1,0
144003,402165,some people and two women are cutting a white cake,1,0
144003,402372,People watching as a woman cuts into a cake.,1,0
144003,403500,A group of women standing around a cake sitting on top of a table.,1,0
144003,405705,A girl slicing a pie inside of a box while others watch.,1,0
283268,186386,A white plate topped with a toy hot dog in a toy bun.,0,0
283268,196727,A person holds a plastic hot dog in a plastic bun.,0,0
283268,198443,A child plays with a toy picnic set including a plastic hotdog.,0,0
283268,208343,"Plastic toy hot dog and bun, on plastic plate.",0,0
283268,209669,Parent serving a plastic hot dog in a bun to their child during play,0,0
455301,29847,A mother with her baby laying in bed.,0,0
455301,29985,a baby girl and her mom are looking at a book,1,0
455301,31254,A baby looking at a picture book while mother looks on.,0,0
455301,32184,"A baby looking at a book, and sitting on a bed next to a woman. ",0,0
455301,35196,a child and a woman in bed with a book,1,0
373382,75798,People sitting in the stands watching a man play tennis.,0,1
373382,76845,"A man in white playing tennis, about to hit a serve.",0,1
373382,79407,A tennis player has their racquet raised in the air.,0,0
373382,79662,a male tennis player on the tennis court returning a serve,0,1
373382,80019,A tennis player is in an awkward position with racket raised an finger pointed.,0,0
193162,495467,a man on a three wheeler following behind a two dogs and a cow,0,1
193162,496754,A black and white cow walking across a lush green field.,0,0
193162,497948,A man is right behind a cow on green grass.,0,1
193162,500597,A man on a vehicle in a field and a few animals.,0,1
193162,502538,a cow walks as a man on a quad follows it ,0,1
266892,354697,a woman standing at the end of a tennis court holding up a racket ,1,0
266892,356467,A tennis match with a crowd watching the action.,0,0
266892,357994,A woman in white shirt and skirt playing a game of tennis.,1,0
266892,358243,Woman waiting for a serve in a tennis match.,0,0
266892,358822,Woman wearing white playing tennis with a partner.,0,0
512657,537813,A couple of people playing a game with remote controllers.,0,0
512657,540339,A beautiful young woman holding a Nintendo Wii game controller.,1,0
512657,542502,Two people in a living room hold Wii remote controls,0,0
512657,543639,two people are playing a video game and a male is watching,0,1
512657,543702,A couple of people in a room with remotes.,0,0
184978,465752,a man that is snowboarding down a snowy hill,0,1
184978,465950,there is a snowboarder coming down a very steep hill,0,0
184978,468260,A snowboarder headed down a hill in front of trees.,0,0
184978,468350,a person riding a snow board on a snowy surface,0,0
184978,475520,Snowboarder going down a slope with trees in the background,0,0
381587,444966,Several pictures of Asian style dishes and in the middle a person is eating.,0,0
381587,445869,Several pictures of food on a table at a restaurant. ,0,0
381587,446748,A multitude of pictures of Asian cuisine. ,0,0
381587,450108,a collage of photos with many plates of food,0,0
381587,452676,Assortment of finished meals displayed on a table.,0,0
119445,297183,A batter misses a baseball while a empire tries to catch it .,0,0
119445,300795,There is a baseball player who swung for the ball,0,0
119445,301218,A group of men on a field playing baseball.,0,1
119445,304848,A baseball player swings his bat while a ball floats above his head towards the catcher and umpire.,0,0
119445,305814,a baseball player swinging a bat at a ball,0,0
316054,217721,A train traveling through a rural country side covered in grass.,0,0
316054,236105,Steam rising from a train moving along tracks.,0,0
316054,237581,A white and black train on rusty train tracks. ,0,0
316054,238292,A train billowing smoke going down a track.,0,0
316054,238715,A train blowing smoke is coming down the tracks.,0,0
94871,807607,A group of people standing around sheep on a field.,0,0
94871,808531,People standing next to sheep and feeding them.,0,0
94871,809416,A crowd of people by the steps feed sheep.,0,0
94871,810547,a couple of men feed some sheep ,0,1
94871,817133,a number of people standing near a number of sheep ,0,0
152214,166258,"A man in a suit smiling at the camera
",0,1
152214,171352,A guy in a business suit and glasses smiling,0,1
152214,175045,a smiling man wearing a suit and tie in front of a colorful wall,0,1
152214,180301,A middle aged man dressed in a blue suit smiling at the camera. ,0,1
152214,188980,a close up of a person standing wearing a suit and tie,0,0
365208,283735,A black and white photo shows someone standing on a beach behind a curtain,0,0
365208,284752,Black and white photograph of a person under a tarp.,0,0
365208,287119,A man in the desert sits in the shade next to his birdcage.,0,1
365208,287413,A person in white is standing next to a table on sandy ground.,0,0
365208,404680,A person stands under tent on the beach. ,0,0
53909,603587,a picture of a cellphone on a cellphone,0,0
53909,607331,A man holding a phone that has a picture on it of a man holding a phone.,0,1
53909,608603,A picture of a person holding a phone displaying a picture of a person holding a phone twice,0,0
53909,610124,A person holding a cell phone with multiple images of their hand holding the phone.,0,0
53909,610367,Person taking a photo of a black cellphone. ,0,0
193181,811309,A man holding a baseball bat on a field.,0,1
193181,811324,a baseball batter and a catcher and some fans,0,0
193181,811921,A baseball player holding a bat over his shoulder.,0,0
193181,815586,a man holding up a baseball bat as he gets ready to hit a ball,0,1
193181,816911,there is a baseball player that is at base,0,0
4765,84383,A man riding a surfboard on a wave in the ocean.,0,1
4765,86603,a man in his wetsuit riding a big wave on his surfboard,0,1
4765,88973,A man in a yellow shirt and wetsuit surfing.,0,1
4765,89144,A surfer is riding on a small wave.,0,0
4765,91175,A man surfing on a large wave in the ocean.,0,1
176799,735608,A couple of people skateboarding in a graffiti filled area.,0,0
176799,737453,a kid on a skate board does a trick off a roof,0,0
176799,740261,A person is riding a ramp on a skateboard.,0,0
176799,742346, A skateboarder mid-air above a building covered in graffiti.,0,0
176799,743144,A town square that has a skateboarding ramp that a boy is using.,0,1
463522,425834,A horse pulling  carriage travels through a busy area in a city,0,0
463522,426455,A horse is pulling something down a residential street.,0,0
463522,428168,A large set of horses carrying a carriage down a street.,0,0
463522,428843,A couple of brown horses walking down a street next to buildings.,0,0
463522,430256,A horse stands on the side of the road with a harness on.,0,0
324258,708524,Adults playing in living room using remote controllers.,0,0
324258,712409,A couple of men standing in a living room holding Wii game controllers.,0,1
324258,714572,Two men use all of their hands to play a video game.,0,1
324258,714713,Two people playing a video game in a living room.,0,0
324258,716873,two men standing in the living room and playing a video game with wii motes,0,1
479912,628274,A white airplane parked on a runway under a blue sky.,0,0
479912,632027,The loading dock is attached to the side of a four engine airliner.,0,0
479912,632132,A AIRPLANE THAT HAS LANDED ON A RUNWAY YELLOW LINE ,0,0
479912,633278,A large passenger jumbo jet takes passengers on the runway,0,0
479912,635099,An airplane with one wing stands motionless on the tarmac.,0,0
438955,797240,a bunch of people that are skiing on some snow,0,0
438955,799772,a group of men are competing in a skiing tournament,0,1
438955,800471,A group of ski racers on a race trail.,0,0
438955,802973,competitive skiers ski forward on a flat surface,0,0
438955,803360,A group of people skating around red obstacles.,0,0
127660,441073,A girl with a black eye and pig tails sits in a suitcase.,1,0
127660,442303,A woman with makeup bruises is in a suitcase.,1,0
127660,444451,A woman with a marking under her eye emerging from a suit case.,1,0
127660,444520,a female in a black shirt is in a suitcase,1,0
127660,448618,A woman sitting inside of a open suitcase.,1,0
21167,593658,The couple are dressed up and posing for photos.,0,0
21167,593892,some people standing in a room in formal wear,0,0
21167,595191,A man and a women standing next to each other.,1,1
21167,746739,A couple is dressed in black and the male has a drink.,0,1
21167,748283,A man standing next to a woman in a gray dress.,1,1
414385,222444,A man walking down a street next to a road filled with cars.,0,1
414385,241188,Man riding a skate board towards the traffic on a two lane roadway.,0,0
414385,242598,a road filled with cars in a desert,0,0
414385,246549,View from inside of a car of cars on road and a man on the side of the road.,0,1
414385,247362,A photo taken from a car looking at a skateboarder on the side of the road.,0,0
389812,287006,A smiling man holds a bunch of freshly picked bananas,0,1
389812,287516,A man standing holding a bunch of bananas.,0,1
389812,402368,A smiling man in a jungle holds a bunch of plant parts.,0,1
389812,402803,A man holding a bunch of ripe bananas.,0,1
389812,412190,A man is holding a bunch of bananas.,0,1
283318,340133,A fire hydrant and some cars on the side of the street.,0,0
283318,343025,An open book store on a street corner.,0,0
283318,348311,There is a sign showing a street running one direction,0,0
283318,351203,There is a street sign on the corner by a building. ,0,0
283318,353039,A store on the corner with an American flag flying from it's side.,0,0
463542,655647,a number of people riding skis on a snowy surface,0,0
463542,656721,Many people are skiing down a hill that is full of snow.,0,0
463542,658716,A group of skiers going downhill together. ,0,0
463542,662184,A group of people riding on skis on a snowy slope.,0,0
463542,663810,A lot of people skiing down a ski slope.,0,0
537270,555650,Three students check their cell phones in a classroom.,0,0
537270,557015,Three people search their cell phones while sitting at a table.,0,0
537270,562349,Three people at a desk are looking at their phones. ,0,0
537270,566393,three people sitting at a table with their cellphones,0,0
537270,567890,A couple of people sitting at a table while using smart phones.,0,0
553669,367007,"People sitting on benches in the park, and traffic in the street",0,0
553669,370493,A man is sitting on a park bench using a computer.,0,1
553669,371882,a male in a brown shirt sitting on a bench with a laptop,0,1
553669,373958,A person on a bench with a laptop in a park,0,0
553669,374066,People sitting on a park bench watching cars go by.,0,0
381639,682018,A little girl walking along a row of orange cones.,1,0
381639,688147,a little girl is standing on a runway,1,0
381639,694198,A girl stands on an airport tarmac between orange cones in front of an airplane being boarded.,1,0
381639,696223,this is a little girl standing in an airport,1,0
381639,697105,A little girl is standing between several orange cones.,1,0
201418,608927,A young man standing in front of a luggage carousel at an airport.,0,1
201418,615893,"An individual is taken in this very picture. 
",0,0
201418,618104,A young man with suitcases on the conveyor belt in an airport,0,1
201418,618983,A person waits for their luggage at an airport,0,0
201418,624278,Adult standing at luggage carousel in airport area.,0,0
398028,110376,A ballplayer on deck practicing for his turn at bat,0,0
398028,112506,A person practices batting during a baseball game.,0,0
398028,123462,A baseball player practicing his swing at a baseball game.,0,0
398028,131292,A baseball player holding a baseball bat during a game.,0,0
398028,133179,The man has a bat in his hands.,0,1
471756,458076,a small boy is riding a wave on a green yellow and black body board,0,1
471756,459663,A kid on a surfboard in the water.,0,0
471756,459978,A boy smiles as he rides his boogie board to shore.,0,1
471756,460062,there is a young boy riding a surf board in the water,0,1
471756,822746,A smiling young boy lying on a surfboard rides in on the surf.,0,1
520910,370119,A lady is standing in pastel colored bathroom in front of the bathtub and there are christmas lights hanging up outside of the doorway. ,1,0
520910,372054,There is a doll standing in the middle of a toy bathroom.,0,0
520910,373266,A person and a toilet standing in a room.,0,0
520910,373359,a lady dressed in khakis standing in a bathroom next to the sink. ,1,0
520910,375255,Lady standing in a retro pink and turquoise bathroom.,0,0
348881,533624,A large jetliner sitting on top of an airport runway.,0,0
348881,538757,Airline employees by an aircraft parked at the gate,0,0
348881,538814,The plane is parked at the gate at the airport terminal.,0,0
348881,542738,View from gate of jet connected to jet way for passengers to board or deplane,0,0
348881,544274,A large white airplane and a person on a lot.,0,0
201426,631499,two young boys are enjoying pizza and pepsi,0,1
201426,631541,Two young boys sit at a table with pizza.,0,1
201426,644057,A couple of kids at a table with some food.,0,0
201426,650834,Two small children sit at the table and eat pizza,0,0
201426,652145,Two little boys eating pizza and soda at school.,0,1
479953,426607,A soccer playing getting ready to kick a ball during a game.,0,0
479953,427819, a girl wearing all green playing soccer on a soccer field,1,0
479953,428944,A female soccer player about to kick the ball. ,1,0
479953,434161,A soccer player in action on a field.,0,0
479953,434437,A young woman kicking a soccer ball down a field.,1,0
447187,73037,A man is swinging a bat a ball being pitched at him.,0,1
447187,74081,A group of mn on a field playing a game of baseball,0,0
447187,78458,An umpire is in jump action while the pitcher launches the ball.,0,0
447187,78503,A group of boys playing baseball on a field.,0,1
447187,80768,A pitcher throwing a baseball toward a batter.,0,0
29397,129177,A person wearing orange pants standing on a bench,0,0
29397,141309,Someone in orange pants stands on a wooden bench.,0,0
29397,145161,a man standing on a bench with a sign next to them ,0,1
29397,165369,A person in red pants stands on a wooden bench with a poster.,0,0
29397,174909,an image of boy standing on top of  a bench,0,1
135890,90196,A large stone building with a clock on it,0,0
135890,92572,Big Ben and part of parliament from across the street.,0,0
135890,96214,A building in shadow with a clock tower.,0,0
135890,103459,A large building with a tower and a clock,0,0
135890,107446,The Big Ben clock tower towering over the city of London.,0,0
176857,669851,People in a hall with a camera taking a picture,0,0
176857,673076,a group of people that are petting a cat,0,0
176857,680255,A group of people sitting around petting a cat.,0,0
176857,681449,A group of women siting around a cat as they pet it.,1,0
176857,686705,People are sitting on the ground petting a cat.,0,0
119516,171869,A beautiful woman standing on the side of a rad next to a street.,1,0
119516,185567,A view of a city during the nite showing multi-colored lights and people.,0,0
119516,187598,"A woman checking her phone on the sidewalk, next to an empty city street. ",1,0
119516,188588,some buildings and a woman wearing a black dress and lights,1,0
119516,189974,A woman wearing a dark colored dress stands curbside near a large building.,1,0
193245,205273,A crowd of people standing on a field flying kites.,0,0
193245,227854,Many people are flying different kites in a field on a cloudy day.,0,0
193245,228193,A group of people flying kites by the river.,0,0
193245,228679,A field beside a lake is occupied by many kite flyers.,0,0
193245,230320,Many people standing in a field flying kites.,0,0
135902,801706,A red and yellow train is shown on the train tracks.,0,0
135902,802153,A red train pulling into the station under a steel framed roof.,0,0
135902,802345,A red and yellow train at station under a glass roof.,0,0
135902,802606,A train sits running in a modern station.,0,0
135902,802729,A red train parked under a sheltered station area.,0,0
291551,788078,a boy that is on a skateboard doing a trick,0,1
291551,789305,Littleboy performing a trick on his skateboard outside,0,0
291551,789482,A man riding a skateboard on the edge of a ramp.,0,1
291551,790166,Kid on a skate board in a skate park preforming a stunt.,0,0
291551,798410,a guy riding his skateboard near the edge of a pool ,0,1
94944,375038,People are standing on top of a snowy mountain.,0,0
94944,375860,A group of people on slope with snowboards and skis.,0,0
94944,377696,"man on his knees with his snow board still attached, hands on hips",0,1
94944,379718,A skier on skies and a snowboarder carrying a snowboard on a mountain slope.,0,0
94944,381566,The snowboarder is posing for a picture on the mountain. ,0,0
529122,748099,The people are selecting their donuts at the counter.,0,0
529122,751287,Two boys are looking at the bakery goods on display.,0,1
529122,752654,a boy and a woman are in front of a counter,1,1
529122,753796,A woman and her son picking out sweets at a bakery.,1,0
529122,756007,an attendant in a doughnut shop waiting on customers,0,0
86755,540873,A couple of people riding a pair of skis down a snow covered slope.,0,0
86755,543531,a couple of people skiing down a snowy slope,0,0
86755,545163,THERE ARE PEOPLE THAT ARE ON THE SNOW SLOPE SKIING,0,0
86755,546540,two snow skiers are coming down a hill,0,0
86755,546930,The cross country skiers are enjoying their run.,0,0
78565,167723,Sail boats sail over a body of water while people stand near the shoreline. ,0,0
78565,167765,A lot of sailboats that are in the water.,0,0
78565,176123,"A beach scene with sail boats, a dog, and people wading.",0,0
78565,176600,We see a very old picture of people enjoying the shore.,0,0
78565,187304,"Small sailboats floating past a beach, with a dog and people on the beach.",0,0
266981,600343,A woman past two men in front of the MGM Grand.,1,1
266981,601732,some people are walking in front of a tall building,0,0
266981,603190,Outside view of the MGM Grand in Las Vegas with people sitting and walking.,0,0
266981,603298,A couple of guys are sitting with their luggage bag as a lady walks on. ,1,0
266981,603667,People sit and walk around a large hotel parking lot.,0,0
488166,732675,The man stands on fence railing beside a table with food on it. ,0,1
488166,736077,a slice of pizza sitting next to a coffee cup on an outdoor table ,0,0
488166,737514,A man is standing at the railing of his balcony.,0,1
488166,739776,A man leaning on a railing is looking at the plate of food.,0,1
488166,824104,A man leads on the railing while food sits on the table.,0,1
258793,487856,A parking meter sitting next to a street with a very odd looking building next to it.,0,0
258793,496655,The very pretty sun shining through some big buildings.,0,0
258793,496724,The sun is hitting the corner of one of the buildings.,0,0
258793,501134,I love the way the sun is creeping behind those two buidings,0,0
258793,504152,a number of buildings in the distance ,0,0
242411,413141,A clock tower on top of a store building in a busy city.,0,0
242411,415631,A clock on a white building in a city,0,0
242411,415940,White building with clocks located to be viewed from 4 angles,0,0
242411,416387,A grey and white clock tower next to street full of cars.,0,0
242411,425168,A building in the city with a clock on the building. ,0,0
471789,443937,people on a gold course enjoy a few games ,0,0
471789,444525,A pair of people flying a kite on a unique trail in a park.,0,0
471789,450300,People walking around a park and flying kites.,0,0
471789,450342,People are flying a kite on a windy manicured hill.,0,0
471789,819626,People are flying a kite on mounds of grass.,0,0
144114,153350,A small glider flying through the sky with a pilot.,0,0
144114,184715,A small red and white plane flying in the sky.,0,0
144114,199691,A small airplane is flying through the empty sky.,0,0
144114,212327,A red and white airplane in the sky.,0,0
144114,217346,a man flying a small plane in the  clear weather ,0,1
250619,545839,A woman sits under the shade of an umbrella at the beach.,1,0
250619,546649,"A woman lying on her back with knees bent on a beach towel under a multicolored, striped beach umbrella, surrounded by sand, and with clear blue sky above.",1,0
250619,547009,A woman laying on the beach under an umbrella.,1,0
250619,547675,a woman in glasses bursking under an umbrella,1,0
250619,550351,A lady laying on a blanket on the beach under an umbrella,1,0
529148,56233,"Young children sharing a laptop in a messy room with several laptops, books, and papers.",0,0
529148,56740,Two children use their laptops in a room.,0,0
529148,58246,Two young children sitting on a desk using a laptop computer.,0,0
529148,60946,A woman is helping a young boy to play a computer game.,1,1
529148,61828,a person sitting on  desk operating a laptop next to two other ,0,0
275198,20105,A group of people holding umbrellas eating a meal outdoors.,0,0
275198,20852,A woman standing next to a table covered with plates of mostly eaten food.,1,0
275198,21893,A family holding umbrellas at a backyard barbecue.,0,0
275198,23684,A family having lunch in their backyard in the rain.,0,0
275198,26408,A group of people around a metal table with umbrellas.,0,0
463618,355136,A woman holding a baby next to a bird cage.,1,0
463618,358388,A woman sits by a bird cage holding a baby,1,0
463618,359912,A woman holds a baby while sitting next to a cage with a bird in it. ,1,0
463618,360917,Woman holding child who is looking at white bird in cage.,0,0
463618,361304,A woman holding a baby next to a caged bird.,1,0
553731,768566,A clown talking on a  phone next to a building.,0,0
553731,770075,A man dressed up as a clown is holding a cellphone to his ear. ,0,1
553731,770390,Mandor stuff is a clown holding his cell phone up to his face. ,0,0
553731,772268,A clown is standing in a cable car and talking on a cell phone.,0,0
553731,773648,A man dressed as a clown talking on his phone.,0,1
176901,43307,Three people in the snow trying to walk up the hill in skiis.,0,0
176901,43778,Three skiers climb up a snow covered hill.,0,0
176901,44261,Skiers on a ski slope; one laying on the ground.,0,0
176901,47573,Three people are skiing on the snowy mountain.,0,0
176901,56936,Several people traveling up a hill wearing snow gear. ,0,0
512776,515247,a person standing next to a person getting ready to catch a ball,0,0
512776,516363,A catcher with a catcher's mitt on squatting behind a baseball player.,0,0
512776,517389,The home plate with the back catcher and someone ready to bat.,0,0
512776,518442,A catcher crouched behind a baseball player at bat.,0,0
512776,520500,A man standing next to a base on a baseball field.,0,1
504589,104589,Two people are playing in sand with a frisbee.,0,0
504589,108600,Two friends throwing a frisbee on a sandy lot.,0,0
504589,112443,Couple playing Frisbee on the beach in summer,0,0
504589,118650,A woman in a yellow shirt is about to catch a white frisbee.,1,0
504589,121977,A young lady and a young man playing frisbee on the sand.,1,1
422670,348080,A small child is reaching for the camera.,0,0
422670,349076,a close up of a child on a couch,0,0
422670,352082,A baby is reaching up toward the camera.,0,0
422670,352772,A boy reaching towards his reflection in a mirror like object.,0,1
422670,353069,The little baby is reaching up with his hand.,0,0
217872,689070,Woman snow boarding off of a cliff in the air.,0,0
217872,692133,A person doing a trick on a snowboard over a hill.,0,0
217872,693867,A snowboarder hitting a trick on a mountain.,0,0
217872,695286,a snowboarder in a black jacket is doing a trick,0,0
217872,696096,a person on a snow board flying in the air down the snow,0,0
480021,310961,A painting of a man and woman riding together on a motorcycle.,1,1
480021,315002,A painting of men riding on motorcycles next to a gas station.,0,1
480021,315428,"A vintage, colored drawing of people on motorcycles pulled into a gas station.",0,0
480021,315791,A man on a motorcycle is waving at two men.,0,1
480021,317342,A painted picture of a man and a woman on a motorcycle.,1,1
455448,25018,A cupcake being decorated with frosted and non pareils.,0,0
455448,30565,A person holding a cup cake with chocolate icing and sprinkles.,0,0
455448,35395,close up of a person holding a cupcake with sprinkles,0,0
455448,37879,a hand holding a cupcake with brown frosting and colorful balls on it,0,0
455448,39424,Holding a chocolate cupcake with colored sprinkles still in the paper cup.,0,0
496409,572913,some guy that is skiing down a hill in some snow,0,1
496409,573240,A man skis in a very snowy looking mountain. ,0,1
496409,577317,A skier descends a mountain slope while snow falls.,0,0
496409,578331,The skier is coming down the slope on a very snowy day.,0,0
496409,579213,A skier slaloms down a snowy hill in low visibility,0,0
332570,616305,the portable device is displaying a very important message.,0,0
332570,618255,A person holding an older model of a smart phone.,0,0
332570,620979,A person holding a smart device in their left  hand.,0,0
332570,621465,A person holding a cell phone showing a text.,0,0
332570,621726,A PERSON HOLDING A BLACKBERRY CELL PHONE IN THEIR HAND ,0,0
291619,306566,"There are two men playing frisbee on a field 
",0,1
291619,308510,Two young men playing frisbee at night on a sports field,0,1
291619,308663,A man catching a frisbee as another looks on.,0,1
291619,310109,A Frisbee player is about to catch a thrown Frisbee.,0,0
291619,311030,A man leaping up to catch a frisbee with another man running behind him.,0,1
37670,225428,A man holding holding a giant remote control.,0,1
37670,254915,A man stands next to a copier machine,0,1
37670,258341,Electronic wand displayed for modern type of toilet.,0,0
37670,265976,Someone demonstrating how a remote control toilet works.,0,0
37670,267632,Someone holding up a remote with six buttons.,0,0
561958,128752,many people holding skis and snow boards on a snowy surface,0,0
561958,133747,Many people attend the ski event dressed in warm clothing.,0,0
561958,137434,A group of people including small children wearing ski equipment standing in the snow.,0,0
561958,142360,People standing outside a ski resort on skies in the snow.,0,0
561958,143803,A crowd of people wearing winter cloths are outside in the snow as some people carry snowboards.,0,0
160556,598145,A young girl sits in front of a computer holding a phone. ,1,0
160556,604364,a person sitting at a desk with a monitor and keyboard,0,0
160556,605510,A girl talks on her cell phone next to a computer and a microwave.,1,0
160556,607448,"Individual is doing something at the moment that is intriguing.
",0,0
160556,608231,A peson talks on a phone while playing on a computer,0,0
414510,196417,A few people sitting by a busy street,0,0
414510,204946,A people is sitting next to bikes on a cell phone.,0,0
414510,206254,A person talking on a mobile phone helping an injured bicyclist.,0,0
414510,208492,Man sitting on a sidewalk next to a bicycle talking on his cell phone.,0,0
414510,213874,A man is talking on his phone next to a fallen bicycle.,0,1
553776,127493,A man rides a large motorcycle on a freeway.,0,1
553776,127682,A man riding a motorcycle in overcast weather,0,1
553776,129362,A man rides a yellow motorcycle down a street.,0,1
553776,131495,A photo taken from a vehicle at a man on a yellow motorcycle.,0,1
553776,132545,Man with yellow helmet riding a yellow motorcycle,0,0
291634,409376,One bicycle is parked next to many motorcycles.,0,0
291634,410129,A row of motorcycles next to a bicycle.,0,0
291634,414587,A group of bikes and motorcycles parked on a city street.,0,0
291634,414734,Bicycles and scooters lined up along the sidewalk in a quaint town.,0,0
291634,415697,Bicycles lined up on the side of the road.,0,0
422706,422320,People watching off the side of a cruise ship as a life boat is lowered.,0,0
422706,423196,A emergency boat being lowered into the water by a cruise ship.,0,0
422706,423835,People watch from a large boat as a smaller boat is lowered into the ocean.,0,0
422706,424870,People watching a small boat being raised up.,0,0
422706,425830,some people are leaning over a railing on a boat ,0,0
37689,496734,There are two snowboarders in the air completing stunts.,0,0
37689,498288,Some people on snow boards high up in the air.,0,0
37689,499659,Two snowboarders high in the air off of a jump,0,0
37689,505890,People doing tricks in the air on their snow boards. ,0,0
